mesh_code,transport_terrain_elderly_weight_coverage,transport_weighted_mean_ascent_m,transport_weighted_median_ascent_m,transport_weighted_p90_ascent_m,transport_weighted_mean_descent_m,transport_weighted_mean_maximum_grade_percent,medical_terrain_elderly_weight_coverage,medical_weighted_mean_ascent_m,medical_weighted_median_ascent_m,medical_weighted_p90_ascent_m,medical_weighted_mean_descent_m,medical_weighted_mean_maximum_grade_percent,terrain_metric_status
533513604,1.0,0.22890625286333524,0.0,0.26110246412202764,3.607931223228901,7.8010562699572965,1.0,18.449195501742828,27.56501999455286,27.766583904698393,20.439353718362696,16.81319194891826,available
533513611,1.0,0.6142693620453332,0.33056987854173414,1.7694046551248679,0.9089573068111672,1.9869100292709105,1.0,1.3894604975909752,1.018886238891061,1.5988527374864416,1.5004984993986101,2.8773853685158506,available
533513612,1.0,2.1624604876314666,1.4929898663278287,3.9843922171893,0.9848962484845397,3.430720512111652,1.0,0.48625139088179303,0.020833101628754847,1.2612954022020393,1.3584253880354504,3.063387110963269,available
533513613,1.0,0.5318134904219102,0.22554460175281887,1.9422296457469659,1.0999922618979237,1.6633834543973318,1.0,1.6532880086372246,0.08361532806561867,1.8799321119312125,2.3090358518055814,2.8101871357766073,available
533513614,1.0,0.6001275958397866,0.07813784662202616,2.4596097502145997,1.2408587097272588,2.7606088722156867,1.0,0.63892256402872,0.23018215397495956,1.7127053454106373,0.6577562330762624,1.863431387257689,available
533513621,1.0,1.0411390445235476,0.544998306896793,2.4691963184271586,2.346632729672621,6.135392225341585,1.0,0.8557166856472906,0.3996571692989068,2.4691963184271586,3.78524751039092,6.2886478339656575,available
533513622,1.0,0.5591773729418202,0.3996571692989068,1.1593873537530968,2.1403065803359893,2.1932072288697224,1.0,1.1347622838380003,0.6106221731125041,2.4153729131024813,6.969392829168728,3.488361450736775,available
533513623,1.0,0.5068380532870755,0.5443774550969938,1.012210182490466,0.9969895069245465,2.043834230602533,1.0,1.1336398823724723,0.7466104831254894,2.622585536527093,1.7533439027923279,3.265272651931707,available
533513624,1.0,0.3613962731623169,0.3523561218827993,0.3523561218827993,13.754690520342873,7.950888587159783,1.0,2.3295575588711874,2.3282914113232165,2.3282914113232165,19.807821199385966,7.957100101166543,available
533513711,1.0,0.5192589662404814,0.5563194815801096,0.7120531745677703,0.27612344181003873,0.8500605611337021,1.0,0.5427988292669506,0.540500296302803,1.3558736839935306,0.4374647233051463,0.8400354718674918,available
